index,id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returndate,returnedreason,deceaseddate,deceasedreason,diedoffshelter,puttosleep,isdoa
0,15801,2009-11-28 00:00:00,Moving,0,C09115463,0A115D7358,Jadzia,Domestic Short Hair,Tortie,Cat,9 years 2 months.,Female,Adoptable Cat Glass Colony,2017-05-13 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
1,15932,2009-12-08 00:00:00,Moving,0,D09125594,0A11675477,Gonzo,German Shepherd Dog/Mix,Tan,Dog,9 years 1 month.,Male,Adoptable Dogs,2017-04-24 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
2,28859,2012-08-10 00:00:00,Abandoned,0,D12082309,0A13253C7B,Maggie,Shep Mix/Siberian Husky,Various,Dog,6 years 8 months.,Female,Adoptable Dogs,2017-04-15 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
3,30812,2013-01-11 00:00:00,Abandoned,0,C1301091,0A13403D4D,Pretty Girl,Domestic Short Hair,Dilute tortoiseshell,Cat,8 years 11 months.,Female,Stray Cats,2017-04-18 00:00:00,Foster,0.0,2018-05-29 00:00:00,Stray,,Died in care,0,0,0
4,30812,2013-01-11 00:00:00,Abandoned,0,C1301091,0A13403D4D,Pretty Girl,Domestic Short Hair,Dilute tortoiseshell,Cat,8 years 11 months.,Female,Stray Cats,2018-05-29 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
5,31469,2013-03-26 00:00:00,Incompatible with owner lifestyle,0,D1303720,981020007006095,Bonnie,Basenji/Mix,Brown and White,Dog,5 years 11 months.,Female,Stray Dogs Beta,2013-03-30 00:00:00,Adoption,0.0,2017-05-08 00:00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
6,31469,2013-03-26 00:00:00,Incompatible with owner lifestyle,0,D1303720,981020007006095,Bonnie,Basenji/Mix,Brown and White,Dog,5 years 11 months.,Female,Stray Dogs Beta,2017-05-09 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
7,40705,2015-06-19 00:00:00,Abandoned,0,R15061738,,Candy,American Sable/American,Brown,House Rabbit,4 years 6 months.,Female,Lobby,2017-04-12 00:00:00,Transfer,0.0,,Stray,,Died in care,0,0,0
8,40706,2015-06-19 00:00:00,Abandoned,0,R15061739,,Charlotte,American Sable/American,Brown,House Rabbit,4 years 6 months.,Female,Lobby,2017-04-12 00:00:00,Transfer,0.0,,Stray,,Died in care,0,0,0
9,46238,2016-10-09 00:00:00,Abandoned,0,D16103207,981020019070093,Tennessee,Heeler/Mix,Brown and Black,Dog,3 years 2 months.,Male,Special Care Dogs,2016-11-26 00:00:00,Foster,0.0,2017-07-23 00:00:00,Stray,,Died in care,0,0,0
10,46238,2016-10-09 00:00:00,Abandoned,0,D16103207,981020019070093,Tennessee,Heeler/Mix,Brown and Black,Dog,3 years 2 months.,Male,Special Care Dogs,2017-08-09 00:00:00,Foster,0.0,2018-02-14 00:00:00,Stray,,Died in care,0,0,0
11,46238,2016-10-09 00:00:00,Abandoned,0,D16103207,981020019070093,Tennessee,Heeler/Mix,Brown and Black,Dog,3 years 2 months.,Male,Special Care Dogs,2018-02-14 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
12,46437,2016-10-26 00:00:00,Abandoned,0,C16103406,981020017650993,Nova,Domestic Long Hair,Black,Cat,12 years 3 months.,Female,Stray Cats,2017-03-25 00:00:00,Foster,0.0,2017-04-07 00:00:00,Stray,2018-02-10 00:00:00,"UU - untreatable, unmanageable",0,1,0
13,46437,2016-10-26 00:00:00,Abandoned,0,C16103406,981020017650993,Nova,Domestic Long Hair,Black,Cat,12 years 3 months.,Female,Stray Cats,2017-04-07 00:00:00,Adoption,0.0,2018-02-09 00:00:00,Incompatible with owner lifestyle,2018-02-10 00:00:00,"UU - untreatable, unmanageable",0,1,0
14,46693,2016-11-21 00:00:00,Abandoned,0,D16113659,981020017897009,Baby,Pitbull,White,Dog,4 years 1 month.,Male,Adoptable Dogs,2017-04-07 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
15,47120,2017-01-11 00:00:00,Abandoned,0,C17011137,981020021072899,Vivian,Himalayan,Seal,Cat,5 years 0 months.,Female,Foster,2017-01-18 00:00:00,Foster,0.0,2017-05-13 00:00:00,Stray,,Died in care,0,0,0
16,47120,2017-01-11 00:00:00,Abandoned,0,C17011137,981020021072899,Vivian,Himalayan,Seal,Cat,5 years 0 months.,Female,Foster,2017-05-13 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
17,47146,2017-01-17 00:00:00,Abandoned,0,D17011163,981020021063793,Dinah,Labrador Retriever/Affenpinscher,Black,Dog,3 years 10 months.,Female,Foster,2017-03-31 00:00:00,Foster,0.0,2017-04-01 00:00:00,Stray,,Died in care,0,0,0
18,47146,2017-01-17 00:00:00,Abandoned,0,D17011163,981020021063793,Dinah,Labrador Retriever/Affenpinscher,Black,Dog,3 years 10 months.,Female,Foster,2017-04-01 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
19,47156,2017-01-17 00:00:00,Abandoned,0,R17011173,,Maxwell,American,Black,House Rabbit,3 years 10 months.,Male,Lobby,2017-03-27 00:00:00,Foster,0.0,2017-04-07 00:00:00,Stray,,Died in care,0,0,0
20,47156,2017-01-17 00:00:00,Abandoned,0,R17011173,,Maxwell,American,Black,House Rabbit,3 years 10 months.,Male,Lobby,2017-04-07 00:00:00,Foster,0.0,2017-04-07 00:00:00,Stray,,Died in care,0,0,0
21,47156,2017-01-17 00:00:00,Abandoned,0,R17011173,,Maxwell,American,Black,House Rabbit,3 years 10 months.,Male,Lobby,2017-05-12 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
22,47157,2017-01-17 00:00:00,Abandoned,0,R17011174,,Hammer,American,Black,House Rabbit,3 years 10 months.,Male,Lobby,2017-03-27 00:00:00,Foster,0.0,2017-04-07 00:00:00,Stray,,Died in care,0,0,0
23,47157,2017-01-17 00:00:00,Abandoned,0,R17011174,,Hammer,American,Black,House Rabbit,3 years 10 months.,Male,Lobby,2017-05-12 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
24,47198,2017-01-22 00:00:00,Abandoned,0,C17011213,981020021020775,Mama Mia,Domestic Short Hair,Grey and White,Cat,3 years 3 months.,Female,Adoptable Cat Glass Colony,2017-02-03 00:00:00,Foster,0.0,2017-05-25 00:00:00,Stray,,Died in care,0,0,0
25,47198,2017-01-22 00:00:00,Abandoned,0,C17011213,981020021020775,Mama Mia,Domestic Short Hair,Grey and White,Cat,3 years 3 months.,Female,Adoptable Cat Glass Colony,2017-06-22 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
26,47239,2017-01-27 00:00:00,Abandoned,0,D17011254,981020021070452,Maria,,Brown and Black,Dog,1 year 10 months.,Female,Foster,2017-04-01 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
27,47248,2017-01-27 00:00:00,Abandoned,0,C17011263,981020021068759,Mr. T,DMH/DSH,Black,Cat,9 years 11 months.,Male,Foster,2017-02-15 00:00:00,Foster,0.0,2017-06-02 00:00:00,Stray,,Died in care,0,0,0
28,47248,2017-01-27 00:00:00,Abandoned,0,C17011263,981020021068759,Mr. T,DMH/DSH,Black,Cat,9 years 11 months.,Male,Foster,2017-06-02 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
29,47277,2017-01-31 00:00:00,Abandoned,0,C17011292,981020021046006,Coraline,Domestic Short Hair,Brown and Black,Cat,3 years 10 months.,Female,Adoptable Cat Glass Colony,2017-04-05 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
30,47290,2017-02-01 00:00:00,Abandoned,0,C17021304,981020021057911,Montana,Domestic Short Hair,Torbie,Cat,3 years 4 months.,Female,Adoptable Cat Big Colony,2017-03-29 00:00:00,Foster,0.0,2017-04-27 00:00:00,Stray,,Died in care,0,0,0
31,47290,2017-02-01 00:00:00,Abandoned,0,C17021304,981020021057911,Montana,Domestic Short Hair,Torbie,Cat,3 years 4 months.,Female,Adoptable Cat Big Colony,2017-06-22 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
32,47319,2017-02-05 00:00:00,Rabies Monitoring,0,D17021329,,Louise Vada,Pitbull,Black,Dog,3 years 2 months.,Female,Stray Dogs Theta,2017-04-05 00:00:00,Reclaimed,0.0,,Stray,,Died in care,0,0,0
33,47360,2017-02-11 00:00:00,Abandoned,0,C17021370,981020021060759,Calli,DSH/Unknown,Various,Cat,16 years 3 months.,Female,Office,2017-03-07 00:00:00,Foster,0.0,2017-04-22 00:00:00,Stray,2017-06-13 00:00:00,"UU - untreatable, unmanageable",0,1,0
34,47360,2017-02-11 00:00:00,Abandoned,0,C17021370,981020021060759,Calli,DSH/Unknown,Various,Cat,16 years 3 months.,Female,Office,2017-04-25 00:00:00,Foster,0.0,2017-06-11 00:00:00,Stray,2017-06-13 00:00:00,"UU - untreatable, unmanageable",0,1,0
35,47360,2017-02-11 00:00:00,Abandoned,0,C17021370,981020021060759,Calli,DSH/Unknown,Various,Cat,16 years 3 months.,Female,Office,2017-06-12 00:00:00,Foster,0.0,2017-06-13 00:00:00,Stray,2017-06-13 00:00:00,"UU - untreatable, unmanageable",0,1,0
36,47395,2017-02-13 00:00:00,Abandoned,0,C17021405,981020021035687,Gooseberry,Domestic Short Hair,Tortie,Cat,13 years 9 months.,Female,Adoptable Cat Big Colony,2017-04-11 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
37,47402,2017-02-14 00:00:00,Abandoned,0,D17021412,981020021039948,Precious,Shep Mix/Mix,Ruddy,Dog,4 years 9 months.,Female,Adoptable Dogs,2017-03-21 00:00:00,Foster,0.0,2017-04-09 00:00:00,Stray,,Died in care,0,0,0
38,47402,2017-02-14 00:00:00,Abandoned,0,D17021412,981020021039948,Precious,Shep Mix/Mix,Ruddy,Dog,4 years 9 months.,Female,Adoptable Dogs,2017-04-10 00:00:00,Foster,0.0,2017-05-03 00:00:00,Stray,,Died in care,0,0,0
39,47402,2017-02-14 00:00:00,Abandoned,0,D17021412,981020021039948,Precious,Shep Mix/Mix,Ruddy,Dog,4 years 9 months.,Female,Adoptable Dogs,2017-05-05 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
40,47414,2017-02-16 00:00:00,Abandoned,0,D17021424,981020021060979,Beemo,Pitbull/Mix,Blue,Dog,6 years 10 months.,Male,Stray Dogs Beta,2017-04-15 00:00:00,Adoption,0.0,2017-07-12 00:00:00,Rabies Monitoring,,Died in care,0,0,0
41,47414,2017-02-16 00:00:00,Abandoned,0,D17021424,981020021060979,Beemo,Pitbull/Mix,Blue,Dog,6 years 10 months.,Male,Stray Dogs Beta,2017-07-22 00:00:00,Reclaimed,0.0,2017-08-22 00:00:00,Rabies Monitoring,,Died in care,0,0,0
42,47414,2017-02-16 00:00:00,Abandoned,0,D17021424,981020021060979,Beemo,Pitbull/Mix,Blue,Dog,6 years 10 months.,Male,Stray Dogs Beta,2017-09-02 00:00:00,Reclaimed,0.0,,Stray,,Died in care,0,0,0
43,47429,2017-02-18 00:00:00,Abandoned,0,C17021438,981020021046343,Ellen,British Shorthair/Unknown,Grey,Cat,11 years 9 months.,Female,Office,2017-03-05 00:00:00,Foster,0.0,2017-04-26 00:00:00,Stray,,Died in care,0,0,0
44,47429,2017-02-18 00:00:00,Abandoned,0,C17021438,981020021046343,Ellen,British Shorthair/Unknown,Grey,Cat,11 years 9 months.,Female,Office,2017-04-26 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
45,47432,2017-02-18 00:00:00,Abandoned,0,R17021441,,Fitzgerald,American,Black,House Rabbit,3 years 9 months.,Male,Lobby,2017-03-30 00:00:00,Foster,0.0,2017-04-17 00:00:00,Stray,,Died in care,0,0,0
46,47432,2017-02-18 00:00:00,Abandoned,0,R17021441,,Fitzgerald,American,Black,House Rabbit,3 years 9 months.,Male,Lobby,2017-05-01 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
47,47502,2017-02-27 00:00:00,Marriage/Relationship split,0,D17021511,981020015101070,Zoey,Pitbull/Mix,Grey and White,Dog,2 years 8 months.,Female,Stray Dogs Beta,2017-04-08 00:00:00,Adoption,0.0,2017-05-05 00:00:00,Marriage/Relationship split,,Died in care,0,0,0
48,47502,2017-02-27 00:00:00,Marriage/Relationship split,0,D17021511,981020015101070,Zoey,Pitbull/Mix,Grey and White,Dog,2 years 8 months.,Female,Stray Dogs Beta,2017-06-01 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
49,47510,2017-02-28 00:00:00,Abandoned,0,C17021519,981020021059390,Maureen,Domestic Short Hair,Brown and Black,Cat,2 years 8 months.,Female,Adoptable Cat Big Colony,2017-04-02 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
50,47511,2017-02-28 00:00:00,Abandoned,0,C17021520,981020021064555,Janet,DSH/Unknown,Grey,Cat,4 years 2 months.,Female,Adoptable Cat Small Colony,2017-04-01 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
51,47520,2017-03-02 00:00:00,Abandoned,0,C17031529,981020021039765,Ruce,DSH/Unknown,Black and White,Cat,3 years 10 months.,Male,Adoptable Cat Big Colony,2017-04-04 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
52,47521,2017-03-02 00:00:00,Abandoned,0,C17031530,981020021063627,Ramsay,DSH/Unknown,Orange and White,Cat,3 years 10 months.,Male,Adoptable Cat Kennels,2017-04-07 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
53,47538,2017-03-04 00:00:00,Abandoned,0,D17031547,981020021050526,Gus,Labrador Retriever/Coonhound,Chocolate,Dog,2 years 10 months.,Male,Foster,2017-04-03 00:00:00,Adoption,0.0,,Stray,,Healthy,0,0,0
54,47539,2017-03-04 00:00:00,Abandoned,0,C17031548,981020021038500,Zack Attack,DSH/Unknown,Grey and White,Cat,4 years 9 months.,Male,Adoptable Cat Glass Colony,2017-04-01 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
55,47540,2017-03-04 00:00:00,Abandoned,0,C17031549,981020021071498,Buggs,DSH/Unknown,Black,Cat,1 year 11 months.,Male,Adoptable Cat Glass Colony,2017-04-01 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
56,47558,2017-03-06 00:00:00,Abandoned,0,D17031567,981020021074652,Clyde,"Golden Retriever/Poodle, Standard",Golden,Dog,6 years 2 months.,Male,Adoptable Dogs,2017-03-29 00:00:00,Adoption,0.0,2017-04-04 00:00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
57,47558,2017-03-06 00:00:00,Abandoned,0,D17031567,981020021074652,Clyde,"Golden Retriever/Poodle, Standard",Golden,Dog,6 years 2 months.,Male,Adoptable Dogs,2017-04-12 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
58,47562,2017-03-06 00:00:00,Abandoned,0,C17031571,981020021050917,Garden,DSH/Unknown,White,Cat,6 years 8 months.,Male,Adoptable Cat Kennels,2017-03-31 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
59,47575,2017-03-07 00:00:00,Moving,0,D17031584,982000407818195,Bella Boo!,Mastiff,Brindle,Dog,4 years 4 months.,Female,Adoptable Dogs,2017-03-10 00:00:00,Foster,0.0,2017-04-15 00:00:00,Stray,,Died in care,0,0,0
60,47575,2017-03-07 00:00:00,Moving,0,D17031584,982000407818195,Bella Boo!,Mastiff,Brindle,Dog,4 years 4 months.,Female,Adoptable Dogs,2017-04-15 00:00:00,Adoption,0.0,2017-05-12 00:00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
61,47575,2017-03-07 00:00:00,Moving,0,D17031584,982000407818195,Bella Boo!,Mastiff,Brindle,Dog,4 years 4 months.,Female,Adoptable Dogs,2017-05-12 00:00:00,Foster,0.0,2017-05-15 00:00:00,Stray,,Died in care,0,0,0
62,47575,2017-03-07 00:00:00,Moving,0,D17031584,982000407818195,Bella Boo!,Mastiff,Brindle,Dog,4 years 4 months.,Female,Adoptable Dogs,2017-05-16 00:00:00,Adoption,0.0,2017-12-27 00:00:00,Moving,,Died in care,0,0,0
63,47575,2017-03-07 00:00:00,Moving,0,D17031584,982000407818195,Bella Boo!,Mastiff,Brindle,Dog,4 years 4 months.,Female,Adoptable Dogs,2017-12-30 00:00:00,Adoption,0.0,2018-10-05 00:00:00,Landlord issues,,Died in care,0,0,0
64,47575,2017-03-07 00:00:00,Moving,0,D17031584,982000407818195,Bella Boo!,Mastiff,Brindle,Dog,4 years 4 months.,Female,Adoptable Dogs,2018-10-15 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
65,47576,2017-03-07 00:00:00,Abandoned,0,D17031585,981020021070950,Patty,Pitbull,Tan,Dog,3 years 5 months.,Female,Adoptable Dogs,2017-06-05 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
66,47582,2017-03-07 00:00:00,Abandoned,0,D17031591,981020013554158,Dibs,Pitbull/Mix,White,Dog,2 years 10 months.,Male,Stray Dogs Beta,2017-04-25 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
67,47591,2017-03-09 00:00:00,Abandoned,0,D17031600,981020021857251,Serafina,Papillon,White,Dog,6 years 9 months.,Female,Foster,2017-03-16 00:00:00,Foster,0.0,2017-05-22 00:00:00,Stray,,Died in care,0,0,0
68,47591,2017-03-09 00:00:00,Abandoned,0,D17031600,981020021857251,Serafina,Papillon,White,Dog,6 years 9 months.,Female,Foster,2017-05-22 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
69,47595,2017-03-09 00:00:00,Owner Deceased,0,C17031604,981020021043067,Zips,Domestic Short Hair,Black and White,Cat,8 years 8 months.,Female,Adoptable Cat Big Colony,2017-06-16 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
70,47613,2017-03-10 00:00:00,Abandoned,0,D17031620,981020021074093,Waylon,Beagle,Tricolour,Dog,4 years 8 months.,Male,Stray Dogs Beta,2017-04-02 00:00:00,Adoption,0.0,2017-09-05 00:00:00,Stray,,Died in care,0,0,0
71,47613,2017-03-10 00:00:00,Abandoned,0,D17031620,981020021074093,Waylon,Beagle,Tricolour,Dog,4 years 8 months.,Male,Stray Dogs Beta,2017-09-05 00:00:00,Reclaimed,0.0,2017-09-05 00:00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
72,47613,2017-03-10 00:00:00,Abandoned,0,D17031620,981020021074093,Waylon,Beagle,Tricolour,Dog,4 years 8 months.,Male,Stray Dogs Beta,2017-09-06 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
73,47617,2017-03-10 00:00:00,Abandoned,0,C17031624,981020021055166,Jesse,DSH/Unknown,Grey and White,Cat,5 years 8 months.,Female,Adoptable Cat Kennels,2017-04-07 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
74,47627,2017-03-11 00:00:00,Abandoned,0,C17031634,981020021823219,Binks,DSH/Unknown,Buff,Cat,1 year 9 months.,Male,Feline Nursery,2017-04-06 00:00:00,Foster,0.0,2017-05-10 00:00:00,Stray,,Died in care,0,0,0
75,47627,2017-03-11 00:00:00,Abandoned,0,C17031634,981020021823219,Binks,DSH/Unknown,Buff,Cat,1 year 9 months.,Male,Feline Nursery,2017-05-14 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
76,47628,2017-03-11 00:00:00,Abandoned,0,C17031635,981020021850559,Bobbin,DSH/Unknown,Fawn,Cat,1 year 9 months.,Male,Adoptable Cat Kennels,2017-04-06 00:00:00,Foster,0.0,2017-05-17 00:00:00,Stray,,Died in care,0,0,0
77,47628,2017-03-11 00:00:00,Abandoned,0,C17031635,981020021850559,Bobbin,DSH/Unknown,Fawn,Cat,1 year 9 months.,Male,Adoptable Cat Kennels,2017-05-18 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
78,47629,2017-03-11 00:00:00,Abandoned,0,C17031636,981020021848969,Binkie,DSH/Unknown,Buff,Cat,1 year 9 months.,Male,Adoptable Cat Kennels,2017-04-06 00:00:00,Foster,0.0,2017-05-17 00:00:00,Stray,,Died in care,0,0,0
79,47629,2017-03-11 00:00:00,Abandoned,0,C17031636,981020021848969,Binkie,DSH/Unknown,Buff,Cat,1 year 9 months.,Male,Adoptable Cat Kennels,2017-05-18 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
80,47630,2017-03-11 00:00:00,Abandoned,0,C17031637,981020021811770,Stan,DSH/Unknown,Orange,Cat,1 year 9 months.,Male,Adoptable Cat Small Colony,2017-04-06 00:00:00,Foster,0.0,2017-04-18 00:00:00,Stray,,Died in care,0,0,0
81,47630,2017-03-11 00:00:00,Abandoned,0,C17031637,981020021811770,Stan,DSH/Unknown,Orange,Cat,1 year 9 months.,Male,Adoptable Cat Small Colony,2017-04-18 00:00:00,Foster,0.0,2017-05-10 00:00:00,Stray,,Died in care,0,0,0
82,47630,2017-03-11 00:00:00,Abandoned,0,C17031637,981020021811770,Stan,DSH/Unknown,Orange,Cat,1 year 9 months.,Male,Adoptable Cat Small Colony,2017-05-16 00:00:00,Foster,0.0,2017-06-15 00:00:00,Stray,,Died in care,0,0,0
83,47630,2017-03-11 00:00:00,Abandoned,0,C17031637,981020021811770,Stan,DSH/Unknown,Orange,Cat,1 year 9 months.,Male,Adoptable Cat Small Colony,2017-06-15 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
84,47631,2017-03-11 00:00:00,Abandoned,0,C17031638,981020021814036,Boomer,DLH/Unknown,Orange,Cat,1 year 9 months.,Male,Feline Nursery,2017-04-06 00:00:00,Foster,0.0,2017-04-18 00:00:00,Stray,,Died in care,0,0,0
85,47631,2017-03-11 00:00:00,Abandoned,0,C17031638,981020021814036,Boomer,DLH/Unknown,Orange,Cat,1 year 9 months.,Male,Feline Nursery,2017-04-18 00:00:00,Foster,0.0,2017-05-10 00:00:00,Stray,,Died in care,0,0,0
86,47631,2017-03-11 00:00:00,Abandoned,0,C17031638,981020021814036,Boomer,DLH/Unknown,Orange,Cat,1 year 9 months.,Male,Feline Nursery,2017-05-11 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
87,47632,2017-03-11 00:00:00,Abandoned,0,C17031639,981020021818036,Evan,DSH/Unknown,Brown,Cat,1 year 9 months.,Male,Feline Nursery,2017-04-06 00:00:00,Foster,0.0,2017-04-18 00:00:00,Stray,,Died in care,0,0,0
88,47632,2017-03-11 00:00:00,Abandoned,0,C17031639,981020021818036,Evan,DSH/Unknown,Brown,Cat,1 year 9 months.,Male,Feline Nursery,2017-04-18 00:00:00,Foster,0.0,2017-05-10 00:00:00,Stray,,Died in care,0,0,0
89,47632,2017-03-11 00:00:00,Abandoned,0,C17031639,981020021818036,Evan,DSH/Unknown,Brown,Cat,1 year 9 months.,Male,Feline Nursery,2017-05-11 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
90,47633,2017-03-11 00:00:00,Abandoned,0,C17031640,981020021837935,Beaux,DSH/Unknown,Brown and Black,Cat,1 year 9 months.,Female,Feline Nursery,2017-04-06 00:00:00,Foster,0.0,2017-05-11 00:00:00,Stray,,Died in care,0,0,0
91,47633,2017-03-11 00:00:00,Abandoned,0,C17031640,981020021837935,Beaux,DSH/Unknown,Brown and Black,Cat,1 year 9 months.,Female,Feline Nursery,2017-05-16 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
92,47634,2017-03-11 00:00:00,Abandoned,0,C17031641,981020021818926,Dusty,Domestic Short Hair,Seal,Cat,1 year 8 months.,Female,Feline Nursery,2017-04-06 00:00:00,Foster,0.0,2017-05-02 00:00:00,Stray,,Died in care,0,0,0
93,47634,2017-03-11 00:00:00,Abandoned,0,C17031641,981020021818926,Dusty,Domestic Short Hair,Seal,Cat,1 year 8 months.,Female,Feline Nursery,2017-05-04 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
94,47635,2017-03-11 00:00:00,Abandoned,0,C17031642,981020021805083,Ed,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Male,Feline Nursery,2017-04-06 00:00:00,Foster,0.0,2017-05-02 00:00:00,Stray,,Died in care,0,0,0
95,47635,2017-03-11 00:00:00,Abandoned,0,C17031642,981020021805083,Ed,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Male,Feline Nursery,2017-05-07 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
96,47636,2017-03-11 00:00:00,Abandoned,0,C17031643,981020021824312,Tux,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Male,Feline Nursery,2017-04-06 00:00:00,Foster,0.0,2017-05-02 00:00:00,Stray,,Died in care,0,0,0
97,47636,2017-03-11 00:00:00,Abandoned,0,C17031643,981020021824312,Tux,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Male,Feline Nursery,2017-05-04 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
98,47637,2017-03-11 00:00:00,Abandoned,0,C17031644,981020021814469,Trouble,Domestic Short Hair,White,Cat,1 year 8 months.,Male,Feline Nursery,2017-04-06 00:00:00,Foster,0.0,2017-05-02 00:00:00,Stray,,Died in care,0,0,0
99,47637,2017-03-11 00:00:00,Abandoned,0,C17031644,981020021814469,Trouble,Domestic Short Hair,White,Cat,1 year 8 months.,Male,Feline Nursery,2017-05-07 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
100,47638,2017-03-11 00:00:00,Abandoned,0,C17031645,981020021800503,Samantha,Domestic Short Hair,Black and White,Cat,4 years 8 months.,Female,Adoptable Cat Kennels,2017-04-06 00:00:00,Foster,0.0,2017-04-24 00:00:00,Stray,,Died in care,0,0,0
101,47638,2017-03-11 00:00:00,Abandoned,0,C17031645,981020021800503,Samantha,Domestic Short Hair,Black and White,Cat,4 years 8 months.,Female,Adoptable Cat Kennels,2017-05-06 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
102,47639,2017-03-11 00:00:00,Abandoned,0,D17031646,981020021053332,Apollo,Labrador Retriever/Collie,Black,Dog,3 years 0 months.,Male,Adoptable Dogs,2017-03-31 00:00:00,Adoption,0.0,2017-04-01 00:00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
103,47639,2017-03-11 00:00:00,Abandoned,0,D17031646,981020021053332,Apollo,Labrador Retriever/Collie,Black,Dog,3 years 0 months.,Male,Adoptable Dogs,2017-04-02 00:00:00,Adoption,0.0,2019-03-09 00:00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
104,47639,2017-03-11 00:00:00,Abandoned,0,D17031646,981020021053332,Apollo,Labrador Retriever/Collie,Black,Dog,3 years 0 months.,Male,Adoptable Dogs,2019-03-22 00:00:00,Adoption,0.0,2019-05-06 00:00:00,Incompatible with owner lifestyle,,Died in care,0,0,0
105,47639,2017-03-11 00:00:00,Abandoned,0,D17031646,981020021053332,Apollo,Labrador Retriever/Collie,Black,Dog,3 years 0 months.,Male,Adoptable Dogs,2019-05-15 00:00:00,Foster,0.0,2019-06-12 00:00:00,Stray,,Died in care,0,0,0
106,47639,2017-03-11 00:00:00,Abandoned,0,D17031646,981020021053332,Apollo,Labrador Retriever/Collie,Black,Dog,3 years 0 months.,Male,Adoptable Dogs,2019-06-12 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
107,47654,2017-03-14 00:00:00,Abandoned,0,R17031661,,Hops,American Sable/American,Black,House Rabbit,2 years 8 months.,Female,Foster,2017-04-04 00:00:00,Adoption,0.0,,Stray,,Died in care,0,0,0
